來源,案號,標題,標題連結,預算金額,公告日,截止日,狀態,採購類型,採購方式,公佈日,投標日,開標日,查詢日期,招標狀態,更正日期
資策會,1,3,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=1,,-,-,2,,,,,,,,
資策會,123,2,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=123,,-,-,1,,,,,,,,
資策會,1234,2,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=1234,,-,-,1,,,,,,,,
工研院,A07200867,輸水幫浦,https://vendor.itri.org.tw/broadBdetail2.aspx?seq=D217E8D6-49E8-4638-BF66-2F75DD2A4052,,115/08/04,115/08/14,P,,,,,,,,
工研院,A142001132,PMC至北研館路段自來水幹管汰換,https://vendor.itri.org.tw/broadBdetail2.aspx?seq=D73B8BE8-BEE1-4AE1-80F3-B0EB9AB608AE,,115/08/04,115/08/14,P,,,,,,,,
工研院,A302000954,亞灣方案年度成果展示規劃與執行服務,https://vendor.itri.org.tw/broadBdetail2.aspx?seq=E5E8061C-EC8D-4BA4-BAF0-FF2B829506B5,,115/08/05,115/08/17,P,,,,,,,,
工研院,A522001331,衛星無線通道模擬平台建置委託,https://vendor.itri.org.tw/broadBdetail2.aspx?seq=C928D6CD-B547-429D-A437-C329C78F4B43,,115/08/05,115/08/17,P,,,,,,,,
工研院,A532004234,車輛國際論壇暨展覽活動(1個案),https://vendor.itri.org.tw/broadBdetail2.aspx?seq=DA5F1C99-3526-47A3-A293-121FEDE223A3,,115/08/05,115/08/17,P,,,,,,,,
工研院,A532004240,平衡試驗機(120kg與1000kg)2套,https://vendor.itri.org.tw/broadBdetail2.aspx?seq=0338B304-C5F1-462D-830F-7AC9DC19D030,,115/08/04,115/08/12,P,,,,,,,,
工研院,A542004848,星能電力彰濱電廠天然氣輸送管線緊密電位量測工作,https://vendor.itri.org.tw/broadBdetail2.aspx?seq=FDDEFE8C-3112-4E8F-993F-403357EA333B,,115/08/04,115/08/10,P,,,,,,,,
工研院,A552003854,中興院區62館1樓廁所男女廁所及茶水間整修案（詳採購規範書）,https://vendor.itri.org.tw/broadBdetail2.aspx?seq=B673FB8D-EA5B-4540-9488-6BFBDFB65748,,115/08/05,115/08/13,P,,,,,,,,
資策會,PP26020076,「智慧杆資料應用整合工作坊徵集」採購案,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=PP26020076,1300000,115/08/06,115/03/17,公告中,,,,,,,,
資策會,PP26070154,「 輕量包裝檢測與品質管理模組服務流程設計與實證 」採購案,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=PP26070154&ord=3,950000,115/08/06,115/08/10,第3次,,,,,,,,
資策會,PP26070203,「行人道路安全AI影像感知系統標準制定」採購案,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=PP26070203&ord=1,250000,115/08/04,115/08/10,第1次,,,,,,,,
資策會,PP26070207,「5G基站定位與移動終端自主巡檢實證」採購案,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=PP26070207&ord=1,3500000,115/08/05,115/08/17,第1次,,,,,,,,
資策會,PP26070208,「顯示科技創新應用趨勢分析報告」採購案,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=PP26070208&ord=1,1400000,115/08/05,115/08/12,第1次,,,,,,,,
資策會,PP26080002,「新創賦能計畫案例實證影像拍攝」採購案,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=PP26080002&ord=1,850000,115/08/04,115/08/10,第1次,,,,,,,,
資策會,PP26080011,「智慧植栽偵測裝置設計與打樣服務」採購案,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=PP26080011&ord=1,550000,115/08/05,115/08/10,第1次,,,,,,,,
資策會,PP26080014,「115年資策會資安健診委外服務」採購案,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=PP26080014&ord=1,1650000,115/08/06,115/08/18,第1次,,,,,,,,
資策會,PP26080015,「115年AI新世代-高中職生AI應用微課程」採購案,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=PP26080015&ord=1,550000,115/08/05,115/08/11,第1次,,,,,,,,
資策會,PP26080017,「視覺化任務編排於 Edge AI 應用與協作研究報告」採購案,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=PP26080017&ord=1,950000,115/08/05,115/08/10,第1次,,,,,,,,
