來源,案號,標題,標題連結,預算金額,公告日,截止日,狀態,採購類型,採購方式,公佈日,投標日,開標日,查詢日期,招標狀態,更正日期
資策會,1,3,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=1,,-,-,2,,,,,,,,
資策會,123,2,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=123,,-,-,1,,,,,,,,
資策會,1234,2,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=1234,,-,-,1,,,,,,,,
工研院,A172000253,BGP路由交換器汰換,https://vendor.itri.org.tw/broadBdetail2.aspx?seq=1F1735F5-0051-439D-8654-723CA4CD1642,,115/07/03,115/07/08,P,,,,,,,,
工研院,A512002895,系統測試用馬達,https://vendor.itri.org.tw/broadBdetail2.aspx?seq=3385CE37-CD85-47ED-9E9B-B8C6D2EC3C33,,115/07/03,115/07/10,P,,,,,,,,
工研院,A522001297,室外通感融合測試系統平台建置委託,https://vendor.itri.org.tw/broadBdetail2.aspx?seq=66B8F763-21B9-444B-BCB1-0DFD2BC57AFE,,115/07/03,115/07/16,P,,,,,,,,
資策會,PP26020076,「智慧杆資料應用整合工作坊徵集」採購案,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=PP26020076,1300000,115/07/05,115/03/17,公告中,,,,,,,,
資策會,PP26060229,「高端顯示應用導入高人流育樂場域落地實證」採購案,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=PP26060229&ord=1,2800000,115/07/03,115/07/20,第1次,,,,,,,,
資策會,PP26070008,「產業AI人才動能推升Coupon 補助機制推廣活動」採購案,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=PP26070008&ord=1,1450000,115/07/03,115/07/09,第1次,,,,,,,,
資策會,PP26070016,「高齡照顧機構互動賦能數位應用服務實證」採購案,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=PP26070016&ord=1,850000,115/07/03,115/07/08,第1次,,,,,,,,
資策會,PP26070017,「高齡照顧機構之健康監測數位應用服務實證」採購案,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=PP26070017&ord=1,750000,115/07/03,115/07/08,第1次,,,,,,,,
資策會,PP26070018,「跨計畫查詢服務平台建置」採購案,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=PP26070018&ord=1,17000000,115/07/03,115/07/17,第1次,,,,,,,,
