來源,案號,標題,標題連結,預算金額,公告日,截止日,狀態,採購類型,採購方式,公佈日,投標日,開標日,查詢日期,招標狀態,更正日期
資策會,1,3,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=1,,-,-,2,,,,,,,,
資策會,123,2,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=123,,-,-,1,,,,,,,,
資策會,1234,2,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=1234,,-,-,1,,,,,,,,
工研院,A512002638,委託17館二樓實驗室氣體管路配置服務,https://vendor.itri.org.tw/broadBdetail2.aspx?seq=D5B14036-1E03-4E87-97D8-35090103937F,,115/06/17,115/06/30,P,,,,,,,,
工研院,A532003246,驗證場域勞務委託,https://vendor.itri.org.tw/broadBdetail2.aspx?seq=3F95AAEA-8F6B-48B2-8AE1-5C863D1E652B,,115/06/17,115/07/02,P,,,,,,,,
工研院,A542003800,椰殼酸洗顆粒活性炭,https://vendor.itri.org.tw/broadBdetail2.aspx?seq=A4B384CE-BD2F-454C-A53C-3CF69D08E189,,115/06/17,115/06/24,P,,,,,,,,
工研院,A562001456,重要國家藥品韌性政策與法規研析：以美歐為例,https://vendor.itri.org.tw/broadBdetail2.aspx?seq=16B7A6BB-E53D-4F2A-8877-A843C667CED5,,115/06/17,115/06/29,P,,,,,,,,
工研院,A572000431,2026亞灣新創大南方「經濟部產業技術司主題專區」之展示規劃與建置,https://vendor.itri.org.tw/broadBdetail2.aspx?seq=9A6A778D-7D74-4F9F-8F5E-4A932C10AAAF,,115/06/17,115/06/30,P,,,,,,,,
工研院,A582000635,2026臺灣先進科技波士頓訪團,https://vendor.itri.org.tw/broadBdetail2.aspx?seq=30C4A7FF-5CA9-4B22-861A-2D9905CFF79E,,115/06/17,115/06/25,P,,,,,,,,
工研院,B04839,115年事業廢棄物委託清除契約、事業廢棄物委託處理契約,https://vendor.itri.org.tw/broadBdetail2.aspx?seq=47B45F08-6A52-483B-90BD-278D20B8BC79,,115/06/17,115/06/25,P,,,,,,,,
資策會,PP26020076,「智慧杆資料應用整合工作坊徵集」採購案,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=PP26020076,1300000,115/06/18,115/03/17,公告中,,,,,,,,
資策會,PP26060012,「智慧長者陪伴機器人」場域實證研析報告暨案例分享工作坊採購案,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=PP26060012&ord=2,950000.0,115/06/16,115/06/18,第2次,,,,,,,,
資策會,PP26060056,「綠色供應鏈碳管理平台導入與查證輔導服務案」採購案,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=PP26060056&ord=2,680000,115/06/17,115/06/22,第2次,,,,,,,,
資策會,PP26060067,「 PCB GPT平台雲地混合OCAP流程驗證 」採購案,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=PP26060067&ord=1,880000,115/06/17,115/06/26,第1次,,,,,,,,
資策會,PP26060093,「次系統生態整合研析」採購案,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=PP26060093&ord=2,500000,115/06/18,115/06/24,第2次,,,,,,,,
資策會,PP26060116,「智慧機械產業海外市場拓展暨交流推動」採購案,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=PP26060116&ord=1,2500000.0,115/06/16,115/06/25,第1次,,,,,,,,
資策會,PP26060125,「晶片硬體描述語言資安弱點評估研究」採購案,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=PP26060125&ord=1,1000000.0,115/06/16,115/06/23,第1次,,,,,,,,
資策會,PP26060131,「資訊服務業AI產品化輔導」採購案,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=PP26060131&ord=1,1998000,115/06/17,115/06/26,第1次,,,,,,,,
資策會,PP26060136,「導入AI 技術於產品研發設計之應用概念驗證」採購案,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=PP26060136&ord=1,1480000.0,115/06/16,115/06/23,第1次,,,,,,,,
資策會,PP26060143,「AI Supply-Chain KYC智能決策平台手機端介面UI設計」採購案,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=PP26060143&ord=1,450000.0,115/06/16,115/06/22,第1次,,,,,,,,
資策會,PP26060144,「預防醫學主題AI解決方案產業擴展推動與執行」採購案,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=PP26060144&ord=1,1300000,115/06/16,115/06/22,第1次,,,,,,,,
資策會,PP26060150,「運動影像與語音辨識輔助模組」採購案,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=PP26060150&ord=1,950000,115/06/17,115/06/22,第1次,,,,,,,,
資策會,PP26060153,「全球印刷電路板應用於先進運算之技術與材料需求研究」採購案,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=PP26060153&ord=1,970000,115/06/17,115/06/22,第1次,,,,,,,,
資策會,PP26060155,「智慧導覽AI運算伺服器」採購案,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=PP26060155&ord=1,507600,115/06/18,115/06/29,第1次,,,,,,,,
資策會,PP26060165,「電子資訊產業典範案例訪談撰寫暨成果擴散」採購案,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=PP26060165&ord=1,980000,115/06/18,115/06/25,第1次,,,,,,,,
資策會,PP26060166,「Google Workspace - Business Standard雲端服務」採購案,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=PP26060166&ord=1,379328,115/06/18,115/06/24,第1次,,,,,,,,
