來源,案號,標題,標題連結,預算金額,公告日,截止日,狀態,採購類型,採購方式,公佈日,投標日,開標日,查詢日期,招標狀態,更正日期
資策會,1,3,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=1,,-,-,2,,,,,,,,
資策會,123,2,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=123,,-,-,1,,,,,,,,
資策會,1234,2,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=1234,,-,-,1,,,,,,,,
資策會,12345,2,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=12345,,-,-,1,,,,,,,,
工研院,A142001346,光復院區監視系統硬體設備汰舊更新&軟體升級,https://vendor.itri.org.tw/broadBdetail2.aspx?seq=6C3E4841-0C2C-4FEA-A517-FCC63434943A,,115/09/07,115/09/17,P,,,,,,,,
工研院,A522001815,雲端平台租用與資安檢測,https://vendor.itri.org.tw/broadBdetail2.aspx?seq=E26EF0C9-22FC-4363-A02C-414550579E08,,115/09/07,115/09/21,P,,,,,,,,
資策會,PP26020076,「智慧杆資料應用整合工作坊徵集」採購案,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=PP26020076,1300000,115/09/07,115/03/17,公告中,,,,,,,,
資策會,PP26080201,「2026 IIoT x Edge AI論壇」採購案,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=PP26080201&ord=2,1250000,115/09/07,115/09/09,第2次,,,,,,,,
資策會,PP26090003,「AI新創或資服業者產品優化及商機拓展服務」採購案,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=PP26090003&ord=1,700000,115/09/07,115/09/11,第1次,,,,,,,,
資策會,PP26090044,「 資服業者訪視與指引導入研析 」採購案,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=PP26090044&ord=1,800000,115/09/07,115/09/11,第1次,,,,,,,,
