來源,案號,標題,標題連結,預算金額,公告日,截止日,狀態,採購類型,採購方式,公佈日,投標日,開標日,查詢日期,招標狀態,更正日期
資策會,1,3,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=1,,-,-,2,,,,,,,,
資策會,123,2,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=123,,-,-,1,,,,,,,,
資策會,1234,2,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=1234,,-,-,1,,,,,,,,
工研院,A012000686,2026院士授證典禮活動執行,https://vendor.itri.org.tw/broadBdetail2.aspx?seq=31006376-E428-433B-B847-0941E8DCB8E3,,115/07/20,115/07/28,P,,,,,,,,
工研院,A552003554,液膜式蒸發熱交換組件請購,https://vendor.itri.org.tw/broadBdetail2.aspx?seq=38F3D86A-5944-429D-A011-A906A21F65D4,,115/07/20,115/07/31,P,,,,,,,,
資策會,PP26020076,「智慧杆資料應用整合工作坊徵集」採購案,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=PP26020076,1300000,115/07/20,115/03/17,公告中,,,,,,,,
資策會,PP26070112,「電子資訊業自然相關財務揭露實證」採購案,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=PP26070112&ord=1,800000,115/07/20,115/07/24,第1次,,,,,,,,
資策會,PP26070122,「2026赴日拓銷暨參訪」採購案,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=PP26070122&ord=1,900000,115/07/20,115/07/27,第1次,,,,,,,,
資策會,PP26070123,「企業服務需求資料蒐整與探詢紀錄建置支援服務」採購案,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=PP26070123&ord=1,1250000,115/07/20,115/07/24,第1次,,,,,,,,
資策會,PP26070128,「AI地方ESG實證課程教案設計與企業諮詢診斷服務」採購案,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=PP26070128&ord=1,580000,115/07/20,115/07/22,第1次,,,,,,,,
