來源,案號,標題,標題連結,預算金額,公告日,截止日,狀態,採購類型,採購方式,公佈日,投標日,開標日,查詢日期,招標狀態,更正日期
資策會,1,3,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=1,,-,-,2,,,,,,,,
資策會,123,2,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=123,,-,-,1,,,,,,,,
資策會,1234,2,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=1234,,-,-,1,,,,,,,,
工研院,A532003453,高解析度光達組,https://vendor.itri.org.tw/broadBdetail2.aspx?seq=B220B568-FCD4-439E-8510-5E17D5889FF2,,115/07/06,115/07/16,P,,,,,,,,
工研院,A532003515,Omniverse製程診斷代理人開發運算模組,https://vendor.itri.org.tw/broadBdetail2.aspx?seq=BC6089D4-B0A3-427A-B501-4F716CBCD8DA,,115/07/06,115/07/16,P,,,,,,,,
工研院,A562001960,MEDICA 2026德國杜賽道夫醫療器材展專館設計建置與展示整合規劃採購案,https://vendor.itri.org.tw/broadBdetail2.aspx?seq=0BC2C64E-4780-41FE-B2A4-ADF2E9A87DEF,,115/07/06,115/07/16,P,,,,,,,,
資策會,PP26020076,「智慧杆資料應用整合工作坊徵集」採購案,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=PP26020076,1300000,115/07/07,115/03/17,公告中,,,,,,,,
資策會,PP26060128,「無 GNSS 環境自主導航與AI多目標偵蒐模組開發」採購案,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=PP26060128&ord=2,880000,115/07/07,115/07/20,第2次,,,,,,,,
資策會,PP26060226,「新創嚴選新創方案試用推廣_食品製造業管理」採購案,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=PP26060226&ord=2,450000,115/07/07,115/07/09,第2次,,,,,,,,
資策會,PP26060240,「115年產業AI治理成熟度擴散實證調查」採購案,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=PP26060240&ord=1,820000,115/07/06,115/07/10,第1次,,,,,,,,
資策會,PP26070001,「醫療產業AI應用推廣與導入服務」採購案,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=PP26070001&ord=1,400000,115/07/06,115/07/10,第1次,,,,,,,,
資策會,PP26070014,「AI即時音訊伴奏研發」採購案,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=PP26070014&ord=1,1400000,115/07/06,115/07/10,第1次,,,,,,,,
資策會,PP26070019,「日本企業參訪交流團」採購案,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=PP26070019&ord=1,450000,115/07/06,115/07/10,第1次,,,,,,,,
資策會,PP26070021,「智慧機械產業聯盟籌組與產業交流推動協助」採購案,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=PP26070021&ord=1,2230000,115/07/06,115/07/13,第1次,,,,,,,,
資策會,PP26070022,「半導體封裝及車用電子可靠度進階技術主題研習」採購案,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=PP26070022&ord=1,1200000,115/07/06,115/07/09,第1次,,,,,,,,
資策會,PP26070028,「2026國際創新創業訓練營(G Camp)暨臺灣新創日本參展暨商務鏈結行程之影像記錄與影片製作」採購案,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=PP26070028&ord=1,320000,115/07/07,115/07/13,第1次,,,,,,,,
資策會,PP26070042,「半導體國際攬才活動與推廣」採購案,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=PP26070042&ord=1,1480000,115/07/07,115/07/13,第1次,,,,,,,,
