來源,案號,標題,標題連結,預算金額,公告日,截止日,狀態,採購類型,採購方式,公佈日,投標日,開標日,查詢日期,招標狀態,更正日期
資策會,1,3,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=1,,-,-,2,,,,,,,,
資策會,123,2,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=123,,-,-,1,,,,,,,,
資策會,1234,2,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=1234,,-,-,1,,,,,,,,
資策會,12345,2,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=12345,,-,-,1,,,,,,,,
工研院,A012000831,中興汙水廠黑網設置,https://vendor.itri.org.tw/broadBdetail2.aspx?seq=84E7E5DF-CC88-4D44-9822-7D5D3D6903D1,,115/08/27,115/09/03,P,,,,,,,,
工研院,A142001303,雷達測速照相設備,https://vendor.itri.org.tw/broadBdetail2.aspx?seq=D9A46F02-468C-441D-AE17-CF74921E8C37,,115/08/28,115/09/04,P,,,,,,,,
工研院,A142001309,宿舍環境改善-光明新村樓梯壁癌防水改善,https://vendor.itri.org.tw/broadBdetail2.aspx?seq=8DDDC992-3411-4B37-B1CB-AFD514849B8E,,115/08/27,115/09/04,P,,,,,,,,
工研院,A532004732,生醫微球實驗平台開發,https://vendor.itri.org.tw/broadBdetail2.aspx?seq=AF9ACAF3-C867-4CAB-9E07-B3EFEAFFC713,,115/08/28,115/09/03,P,,,,,,,,
工研院,A542005808,次世代半導體製程技術計畫專利(共15件)分類及專利布局分析報告製作,https://vendor.itri.org.tw/broadBdetail2.aspx?seq=6FC36835-A4A5-4D95-BCC4-7AAD2C8D8E88,,115/08/28,115/09/02,P,,,,,,,,
工研院,A552004291,同步熱重/差示掃描卡計熱分析儀,https://vendor.itri.org.tw/broadBdetail2.aspx?seq=6CA007BF-803D-4BA5-BA07-BE003056BF6F,,115/08/28,115/09/04,P,,,,,,,,
工研院,A562003133,台灣在宅醫療十年發展盤點暨未來策略研究計畫專案,https://vendor.itri.org.tw/broadBdetail2.aspx?seq=E8DCF671-BB73-44C5-96EF-090C8F2548AB,,115/08/28,115/09/10,P,,,,,,,,
資策會,PP26020076,「智慧杆資料應用整合工作坊徵集」採購案,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=PP26020076,1300000,115/08/29,115/03/17,公告中,,,,,,,,
資策會,PP26080060,「半導體晶片技術研討」採購案,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=PP26080060&ord=3,1350000,115/08/27,115/08/31,第3次,,,,,,,,
資策會,PP26080152,「滲透測試檢測&弱點掃描服務」採購案,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=PP26080152&ord=1,2700000,115/08/27,115/09/10,第1次,,,,,,,,
資策會,PP26080161,「半導體製程實務演練學程」採購案,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=PP26080161&ord=1,780000.0,115/08/27,115/09/07,第1次,,,,,,,,
資策會,PP26080178,「鋁擠製程管理系統」採購案,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=PP26080178&ord=1,950000.0,115/08/27,115/09/03,第1次,,,,,,,,
資策會,PP26080180,「食品價值鏈製造業者轉型需求盤點與產業痛點分群資料蒐集」採購案,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=PP26080180&ord=1,3200000,115/08/28,115/09/16,第1次,,,,,,,,
資策會,PP26080182,「智醫革新浪潮國際研討會」採購案,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=PP26080182&ord=1,1480000,115/08/27,115/09/01,第1次,,,,,,,,
資策會,PP26080186,「半導體國際攬才活動與推廣」採購案,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=PP26080186&ord=1,1380000,115/08/27,115/09/02,第1次,,,,,,,,
資策會,PP26080188,「東歐半導體供應鏈發展研究」採購案,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=PP26080188&ord=1,1350000,115/08/28,115/09/02,第1次,,,,,,,,
資策會,PP26080189,「半導體先進封裝技術與供應鏈研究」採購案,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=PP26080189&ord=1,1450000,115/08/28,115/09/02,第1次,,,,,,,,
資策會,PP26080193,「115年AI新世代-校園推廣暨數位內容製作委託案」採購案,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=PP26080193&ord=1,520000,115/08/28,115/09/02,第1次,,,,,,,,
資策會,PP26080194,「無人載具機載電腦與動力、酬載及控制模組整合介面研析報告」採購案,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=PP26080194&ord=1,1489000,115/08/28,115/09/03,第1次,,,,,,,,
資策會,PP26080195,「企業多元應用情境與智慧感測、AI及通訊整合研析報告」採購案,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=PP26080195&ord=1,1489000,115/08/28,115/09/03,第1次,,,,,,,,
