來源,案號,標題,標題連結,預算金額,公告日,截止日,狀態,採購類型,採購方式,公佈日,投標日,開標日,查詢日期,招標狀態,更正日期
資策會,1,3,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=1,,-,-,2,,,,,,,,
資策會,123,2,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=123,,-,-,1,,,,,,,,
資策會,1234,2,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=1234,,-,-,1,,,,,,,,
工研院,A512002724,委託17館二樓實驗室廢氣處理管線配置服務,https://vendor.itri.org.tw/broadBdetail2.aspx?seq=04EC42F0-C093-40DA-A4EB-591B44430C0C,,115/06/18,115/06/30,P,,,,,,,,
工研院,A562001775,光復13館廁所整修 ,https://vendor.itri.org.tw/broadBdetail2.aspx?seq=A9A5D2E6-3564-431D-ADC1-1A9DCAF7550A,,115/06/18,115/06/25,P,,,,,,,,
工研院,A562001783,"委託製造Fibronectin fragment, premium grade（詳採購規範書）",https://vendor.itri.org.tw/broadBdetail2.aspx?seq=022C9735-F175-453A-96C0-C5F3254B821B,,115/06/18,115/07/06,P,,,,,,,,
資策會,PP26020076,「智慧杆資料應用整合工作坊徵集」採購案,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=PP26020076,1300000,115/06/20,115/03/17,公告中,,,,,,,,
資策會,PP26060093,「次系統生態整合研析」採購案,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=PP26060093&ord=2,500000,115/06/18,115/06/24,第2次,,,,,,,,
資策會,PP26060155,「智慧導覽AI運算伺服器」採購案,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=PP26060155&ord=1,507600,115/06/18,115/06/29,第1次,,,,,,,,
資策會,PP26060165,「電子資訊產業典範案例訪談撰寫暨成果擴散」採購案,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=PP26060165&ord=1,980000,115/06/18,115/06/25,第1次,,,,,,,,
資策會,PP26060166,「Google Workspace - Business Standard雲端服務」採購案,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=PP26060166&ord=1,379328,115/06/18,115/06/24,第1次,,,,,,,,
