來源,案號,標題,標題連結,預算金額,公告日,截止日,狀態,採購類型,採購方式,公佈日,投標日,開標日,查詢日期,招標狀態,更正日期
資策會,1,3,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=1,,-,-,2,,,,,,,,
資策會,123,2,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=123,,-,-,1,,,,,,,,
資策會,1234,2,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=1234,,-,-,1,,,,,,,,
資策會,12345,2,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=12345,,-,-,1,,,,,,,,
工研院,A522001943,網路切片實驗平台建置,https://vendor.itri.org.tw/broadBdetail2.aspx?seq=0D48335B-D004-4E45-9124-E07EA2DA76B4,,115/09/18,115/09/24,P,,,,,,,,
工研院,A522001982,無人機Skydio X10 VT300-Z,https://vendor.itri.org.tw/broadBdetail2.aspx?seq=F85FE6BF-8B62-4B8F-869C-8518D5599753,,115/09/18,115/09/29,P,,,,,,,,
工研院,A532005287,	22館工廠區防水改善,https://vendor.itri.org.tw/broadBdetail2.aspx?seq=7EA5B9D3-62F0-4F87-A13A-92800AC185B2,,115/09/18,115/10/01,P,,,,,,,,
資策會,PP26020076,「智慧杆資料應用整合工作坊徵集」採購案,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=PP26020076,1300000,115/09/20,115/03/17,公告中,,,,,,,,
資策會,PP26090075,「數位雙生網路技術專利研究」採購案,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=PP26090075&ord=2,300000,115/09/18,115/09/23,第2次,,,,,,,,
資策會,PP26090134,「半導體國際培訓AI實作應用教材」採購案,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=PP26090134&ord=1,780000,115/09/18,115/09/23,第1次,,,,,,,,
