來源,案號,標題,標題連結,預算金額,公告日,截止日,狀態,採購類型,採購方式,公佈日,投標日,開標日,查詢日期,招標狀態,更正日期
資策會,1,3,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=1,,-,-,2,,,,,,,,
資策會,123,2,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=123,,-,-,1,,,,,,,,
資策會,1234,2,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=1234,,-,-,1,,,,,,,,
資策會,12345,2,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=12345,,-,-,1,,,,,,,,
工研院,A172000358,"ServerLoadBalance,DNS及SSL VPN",https://vendor.itri.org.tw/broadBdetail2.aspx?seq=98E5FF87-3D31-469B-967B-0B5CB01530E2,,115/09/22,115/10/01,P,,,,,,,,
工研院,A172000380,DELL、HPE或FUJITSU2U機架式伺服器,https://vendor.itri.org.tw/broadBdetail2.aspx?seq=3BD69453-0178-4F5A-ACDD-C85858286DAB,,115/09/24,115/10/06,P,,,,,,,,
工研院,A302001175,百工百業轉型100優良企業案例內容及成果專刊編製案,https://vendor.itri.org.tw/broadBdetail2.aspx?seq=13928E73-A2E5-49BC-A482-A11D9AE73491,,115/09/23,115/10/05,P,,,,,,,,
工研院,A372000277,MailHuntercore電子郵件行銷升級,https://vendor.itri.org.tw/broadBdetail2.aspx?seq=1E8ACDC5-BF49-4374-8454-626DBAAB80E9,,115/09/23,115/10/12,P,,,,,,,,
工研院,A522001974,產業競爭力輔導雲端管理系統設計與開發,https://vendor.itri.org.tw/broadBdetail2.aspx?seq=6237DB60-13E5-4D99-A674-4949EBFA4155,,115/09/24,115/10/02,P,,,,,,,,
工研院,A532005221,科里奧里流量反應器製作,https://vendor.itri.org.tw/broadBdetail2.aspx?seq=5D840B47-982A-4351-8DB6-A7C121CBAF17,,115/09/22,115/10/02,P,,,,,,,,
工研院,A532005395,無塵實驗室空調保養與改建工程,https://vendor.itri.org.tw/broadBdetail2.aspx?seq=B561D397-09F0-4506-A5BA-CEE210F5BD61,,115/09/24,115/10/05,P,,,,,,,,
工研院,A542006137,磷化銦VGF單晶生長爐系統,https://vendor.itri.org.tw/broadBdetail2.aspx?seq=8925197C-DE4C-4A47-9790-CCBCA8EA87FE,,115/09/24,115/10/13,P,,,,,,,,
