來源,案號,標題,標題連結,預算金額,公告日,截止日,狀態,採購類型,採購方式,公佈日,投標日,開標日,查詢日期,招標狀態,更正日期
資策會,1,3,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=1,,-,-,2,,,,,,,,
資策會,123,2,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=123,,-,-,1,,,,,,,,
資策會,1234,2,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=1234,,-,-,1,,,,,,,,
工研院,A012000764,水務連控-院區汙廢水PLC控制盤修改,https://vendor.itri.org.tw/broadBdetail2.aspx?seq=17862416-301D-49E3-8876-C8C2D7DBE1F5,,115/08/07,115/08/17,P,,,,,,,,
工研院,A522001450,智慧網路管理驗證測試平台環境建置委託,https://vendor.itri.org.tw/broadBdetail2.aspx?seq=60A7F3B4-6CA7-4BFE-A662-95CF601A1A9F,,115/08/07,115/08/18,P,,,,,,,,
工研院,A552003792,複合式海域波浪發電機組開發與試驗作業,https://vendor.itri.org.tw/broadBdetail2.aspx?seq=460FDE2A-0B03-4E2C-A15A-7106DE308B91,,115/08/07,115/08/13,P,,,,,,,,
工研院,A552003826,115年節約能源表揚大會活動規劃與執行,https://vendor.itri.org.tw/broadBdetail2.aspx?seq=F3990CEF-1A7B-421A-A908-BFD6F0BEBE36,,115/08/07,115/08/18,P,,,,,,,,
工研院,A712000364,水面無人載具設計製造委託服務案,https://vendor.itri.org.tw/broadBdetail2.aspx?seq=04720F7B-F49B-4889-9F33-5FFC41909CAF,,115/08/07,115/08/18,P,,,,,,,,
工研院,B04852,生成式AI工具商業授權服務採購,https://vendor.itri.org.tw/broadBdetail2.aspx?seq=F946D674-006D-4299-BA05-455862D7B1E8,,115/08/07,115/08/19,P,,,,,,,,
資策會,PP26020076,「智慧杆資料應用整合工作坊徵集」採購案,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=PP26020076,1300000,115/08/09,115/03/17,公告中,,,,,,,,
資策會,PP26070159,「AI機器人應用美國產業鏈對接與當地產業情報委託研究」採購案,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=PP26070159&ord=3,1490000,115/08/07,115/08/12,第3次,,,,,,,,
資策會,PP26080009,「AI在地場域應用工作坊」採購案,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=PP26080009&ord=1,1208000,115/08/07,115/08/13,第1次,,,,,,,,
資策會,PP26080012,「AI在地場域實證研析報告」採購案,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=PP26080012&ord=1,1392000,115/08/07,115/08/13,第1次,,,,,,,,
資策會,PP26080026,「法國智慧零售顯示器解決方案路演推廣活動」採購案,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=PP26080026&ord=1,1496000,115/08/07,115/08/11,第1次,,,,,,,,
資策會,PP26080028,「高齡照顧機構數位化課程活動設計之場域實證」採購案,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=PP26080028&ord=1,1650000,115/08/07,115/08/18,第1次,,,,,,,,
資策會,PP26080029,「AI機器人通用化技術手冊編排設計」採購案,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=PP26080029&ord=1,700000,115/08/07,115/08/19,第1次,,,,,,,,
資策會,PP26080030,「長照FHIR應用AI驗證機制之研究與技術可行性評估」採購案,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=PP26080030&ord=1,1480000,115/08/07,115/08/17,第1次,,,,,,,,
資策會,PP26080036,「半導體國際人才追蹤調查」採購案,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=PP26080036&ord=1,700000,115/08/07,115/08/14,第1次,,,,,,,,
