來源,案號,標題,標題連結,預算金額,公告日,截止日,狀態,採購類型,採購方式,公佈日,投標日,開標日,查詢日期,招標狀態,更正日期
資策會,1,3,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=1,,-,-,2,,,,,,,,
資策會,123,2,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=123,,-,-,1,,,,,,,,
資策會,1234,2,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=1234,,-,-,1,,,,,,,,
資策會,12345,2,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=12345,,-,-,1,,,,,,,,
工研院,A172000339,網路電話機CiscoDP-9841-K9 ,https://vendor.itri.org.tw/broadBdetail2.aspx?seq=34CC4AD4-8C92-42D1-9322-7582B2032691,,115/09/03,115/09/10,P,,,,,,,,
工研院,A302001088,2026新創國際POB商務落地驗證,https://vendor.itri.org.tw/broadBdetail2.aspx?seq=357608ED-4C6A-4FBA-AAF6-190B67CBD8F4,,115/09/04,115/09/14,P,,,,,,,,
工研院,A512003769,委託進行AI平台建置及整合平台前端開發,https://vendor.itri.org.tw/broadBdetail2.aspx?seq=7D02288B-88E9-42E0-B693-EEA62A21CEDA,,115/09/04,115/09/17,P,,,,,,,,
工研院,A522001663,AI晶片推論整合式中介軟體測試服務,https://vendor.itri.org.tw/broadBdetail2.aspx?seq=25F55847-935F-47EC-8129-3141E78B6347,,115/09/03,115/09/16,P,,,,,,,,
工研院,A522001854,高頻寬頻雛形驗證平台,https://vendor.itri.org.tw/broadBdetail2.aspx?seq=DEE14E56-9BEE-4732-B6FE-5A5BB03B44F3,,115/09/03,115/09/14,P,,,,,,,,
工研院,A532004989,NX X Design Premium,https://vendor.itri.org.tw/broadBdetail2.aspx?seq=D6638EF1-94F6-4D32-8801-B3F392433DF0,,115/09/03,115/09/09,P,,,,,,,,
工研院,A542005954,蘭嶼低放貯存場貯存壕溝修繕,https://vendor.itri.org.tw/broadBdetail2.aspx?seq=66B75824-E1D8-4154-A8BE-072F02406AD0,,115/09/03,115/09/21,P,,,,,,,,
工研院,A562003240,LuciferasemRNA,https://vendor.itri.org.tw/broadBdetail2.aspx?seq=EDADA554-31D9-464E-83D0-6772914535A0,,115/09/03,115/09/10,P,,,,,,,,
工研院,G1A3TW001,沙崙綠能科技示範場域太陽光電發電系統建置案,https://vendor.itri.org.tw/broadBdetail2.aspx?seq=EC26AF93-ABAC-41C0-9346-9078F54F8BF7,,115/09/04,115/09/14,P,,,,,,,,
資策會,PP26020076,「智慧杆資料應用整合工作坊徵集」採購案,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=PP26020076,1300000,115/09/05,115/03/17,公告中,,,,,,,,
資策會,PP26080167,「運動科技會員服務與活動管理平台建置」採購案,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=PP26080167&ord=2,990000,115/09/04,115/09/08,第2次,,,,,,,,
資策會,PP26090008,「高端顯示落地實證成果推廣活動」採購案,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=PP26090008&ord=1,1100000,115/09/03,115/09/09,第1次,,,,,,,,
資策會,PP26090013,「半導體國際前瞻技術研習」採購案,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=PP26090013&ord=1,1360000,115/09/03,115/09/08,第1次,,,,,,,,
資策會,PP26090019,「綠電與能源管理系列活動」採購案,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=PP26090019&ord=1,1500000,115/09/03,115/09/10,第1次,,,,,,,,
資策會,PP26090021,「Claude 團隊版年度訂閱授權」採購案,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=PP26090021&ord=1,485000,115/09/03,115/09/07,第1次,,,,,,,,
資策會,PP26090022,「智慧顯示科技創新應用交流工作坊」採購案,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=PP26090022&ord=1,880000,115/09/03,115/09/10,第1次,,,,,,,,
資策會,PP26090024,「Chiplet高介面傳輸設計主題研習」採購案,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=PP26090024&ord=1,840000,115/09/04,115/09/10,第1次,,,,,,,,
資策會,PP26090025,「多模態感測融合之五金製品智慧檢測技術交流推動」採購案,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=PP26090025&ord=1,980000,115/09/03,115/09/08,第1次,,,,,,,,
資策會,PP26090031,「TEXWOOD極木品牌形象暨材料多元應用影片」採購案,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=PP26090031&ord=1,250000,115/09/04,115/09/08,第1次,,,,,,,,
資策會,PP26090036,「低碳智慧施工解決方案於南部科技產業園區新建科技廠房之雙機分區噴塗與數位施工管理擴散實證」採購案,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=PP26090036&ord=1,990000,115/09/04,115/09/08,第1次,,,,,,,,
