來源,案號,標題,標題連結,預算金額,公告日,截止日,狀態,採購類型,採購方式,公佈日,投標日,開標日,查詢日期,招標狀態,更正日期
資策會,1,3,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=1,,-,-,2,,,,,,,,
資策會,123,2,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=123,,-,-,1,,,,,,,,
資策會,1234,2,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=1234,,-,-,1,,,,,,,,
工研院,A552003114,大全聯冷凍系統氣冷式冷凝器OEM訂製,https://vendor.itri.org.tw/broadBdetail2.aspx?seq=DB7623AE-B66C-4D6E-BE49-C6069663508F,,115/07/02,115/07/08,P,,,,,,,,
工研院,A552003336,2026台灣創新技術博覽會『創新經濟館』展覽裝潢，詳細資料如附件,https://vendor.itri.org.tw/broadBdetail2.aspx?seq=AB06A560-8FBF-49E9-B4E4-008016FE4729,,115/07/01,115/07/14,P,,,,,,,,
工研院,A562001742,臺灣生技醫療產業海外拓銷策略與布局委託案,https://vendor.itri.org.tw/broadBdetail2.aspx?seq=5E2617E9-6BF5-4D1B-AC88-A75635702168,,115/06/30,115/07/09,P,,,,,,,,
工研院,A712000283,高算力中心研發設備,https://vendor.itri.org.tw/broadBdetail2.aspx?seq=54B60EF7-E257-44AE-BAD0-242930339B7C,,115/07/01,115/07/10,P,,,,,,,,
資策會,PP26020076,「智慧杆資料應用整合工作坊徵集」採購案,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=PP26020076,1300000,115/07/02,115/03/17,公告中,,,,,,,,
資策會,PP26060155,「智慧導覽AI運算伺服器」採購案,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=PP26060155&ord=2,507600,115/06/30,115/07/02,第2次,,,,,,,,
資策會,PP26060178,「微模型庫保護機制研究與先期驗證POC」採購案,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=PP26060178&ord=2,800000,115/06/30,115/07/07,第2次,,,,,,,,
資策會,PP26060225,「新創嚴選新創方案試用推廣_塑膠射出產業製程管理」採購案,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=PP26060225&ord=1,450000,115/06/30,115/07/06,第1次,,,,,,,,
資策會,PP26060226,「新創嚴選新創方案試用推廣_食品製造業管理」採購案,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=PP26060226&ord=1,450000,115/06/30,115/07/06,第1次,,,,,,,,
資策會,PP26060227,「製鞋產業AI影音行銷創新應用推動服務」採購案,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=PP26060227&ord=1,300000,115/06/30,115/07/06,第1次,,,,,,,,
資策會,PP26060233,「國際創育機構登錄資料蒐整與分析服務案」採購案,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=PP26060233&ord=1,300000,115/06/30,115/07/06,第1次,,,,,,,,
資策會,PP26060234,「健康促進運動科技產品印尼場域導入與驗證服務」採購案,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=PP26060234&ord=1,650000,115/07/02,115/07/07,第1次,,,,,,,,
資策會,PP26070003,「半導體封測國際工程人才培訓」採購案,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=PP26070003&ord=1,1440000,115/07/02,115/07/10,第1次,,,,,,,,
