來源,案號,標題,標題連結,預算金額,公告日,截止日,狀態,採購類型,採購方式,公佈日,投標日,開標日,查詢日期,招標狀態,更正日期
資策會,1,3,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=1,,-,-,2,,,,,,,,
資策會,123,2,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=123,,-,-,1,,,,,,,,
資策會,1234,2,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=1234,,-,-,1,,,,,,,,
工研院,A512002821,tsmc 0.18um Full Maskset(UI1657A),https://vendor.itri.org.tw/broadBdetail2.aspx?seq=B8D90303-5961-4453-BAA3-1C86862A51EA,,115/06/26,115/07/22,P,,,,,,,,
工研院,A522001162,衛星軟體定義DIFI虛擬數據機驗證平台建置與驗測委託,https://vendor.itri.org.tw/broadBdetail2.aspx?seq=7EF5C275-852B-48AD-91A7-4046731FA476,,115/06/25,115/07/07,P,,,,,,,,
工研院,A532002970,長軸型車輛底盤動力計,https://vendor.itri.org.tw/broadBdetail2.aspx?seq=11942FDF-A8D2-4E38-81A2-76EBF36C293F,,115/06/25,115/07/08,P,,,,,,,,
工研院,A532003389,全球定位姿態陀螺儀,https://vendor.itri.org.tw/broadBdetail2.aspx?seq=8E4ABA44-2F53-45B8-8A8B-B53BC200EC3E,,115/06/25,115/07/02,P,,,,,,,,
工研院,A542003839,29館1樓及2樓公共危險物品儲存場所改善工程,https://vendor.itri.org.tw/broadBdetail2.aspx?seq=2B770479-7247-4420-9E69-CB6B2E7B25FC,,115/06/25,115/07/06,P,,,,,,,,
工研院,A542003915,中興77館第一、第二變電站低壓變壓器改善,https://vendor.itri.org.tw/broadBdetail2.aspx?seq=29B138BC-9925-4826-B622-397E07BB1C99,,115/06/25,115/07/07,P,,,,,,,,
工研院,A552002966,鈣鈦礦薄膜自動化塗佈與乾燥系統,https://vendor.itri.org.tw/broadBdetail2.aspx?seq=0E1F874E-9B46-4C61-B742-93BC54F4A8A4,,115/06/26,115/07/06,P,,,,,,,,
工研院,A582000659,40間企業標竿案例集與社群圖卡製作,https://vendor.itri.org.tw/broadBdetail2.aspx?seq=723E1802-4CF4-449F-AF30-A9A3AC9569E9,,115/06/26,115/07/09,P,,,,,,,,
工研院,B04798,115年光復院區員工餐廳餐飲代辦契約書,https://vendor.itri.org.tw/broadBdetail2.aspx?seq=DC2F2DC8-284E-4C61-9DD7-B697B444EDC3,,115/06/25,115/07/06,P,,,,,,,,
資策會,PP26020076,「智慧杆資料應用整合工作坊徵集」採購案,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=PP26020076,1300000,115/06/27,115/03/17,公告中,,,,,,,,
資策會,PP26060115,「Cloudflare Business Plan」採購案,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=PP26060115&ord=3,250000,115/06/26,115/06/29,第3次,,,,,,,,
資策會,PP26060116,「智慧機械產業海外市場拓展暨交流推動」採購案,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=PP26060116&ord=2,2500000,115/06/26,115/07/06,第2次,,,,,,,,
資策會,PP26060151,「臺北自來水事業處公館大樓基礎裝修工程」採購案,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=PP26060151&ord=1,58000000,115/06/26,115/07/14,第1次,,,,,,,,
資策會,PP26060196,「 鋁擠設備控制器參數擷取勞務委託」採購案,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=PP26060196&ord=1,950000,115/06/25,115/07/01,第1次,,,,,,,,
資策會,PP26060197,「碳排放燃燒實驗物品之燒前燒後對照圖集5000張」採購案,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=PP26060197&ord=1,600000,115/06/25,115/07/03,第1次,,,,,,,,
資策會,PP26060199,「115年度新聞與社群平台詐騙與高風險商品交易情資調查與分析」採購案,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=PP26060199&ord=1,950000,115/06/25,115/07/01,第1次,,,,,,,,
資策會,PP26060203,「數位雙生網路AI技術研究」採購案,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=PP26060203&ord=1,600000,115/06/26,115/07/02,第1次,,,,,,,,
資策會,PP26060209,「2026年台灣資服產業營收調查」採購案,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=PP26060209&ord=1,850000,115/06/26,115/07/01,第1次,,,,,,,,
資策會,PP26060213,「智慧零售主題AI解決方案產業擴展推動與執行」採購案,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=PP26060213&ord=1,1300000,115/06/26,115/06/30,第1次,,,,,,,,
資策會,PP26060214,「半導體製程技術暨品管主題研習」採購案,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=PP26060214&ord=1,1440000,115/06/26,115/07/02,第1次,,,,,,,,
