來源,案號,標題,標題連結,預算金額,公告日,截止日,狀態,採購類型,採購方式,公佈日,投標日,開標日,查詢日期,招標狀態,更正日期
資策會,1,3,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=1,,-,-,2,,,,,,,,
資策會,123,2,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=123,,-,-,1,,,,,,,,
資策會,1234,2,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=1234,,-,-,1,,,,,,,,
資策會,PP26020076,「智慧杆資料應用整合工作坊徵集」採購案,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=PP26020076,1300000,115/06/15,115/03/17,公告中,,,,,,,,
資策會,PP26050167,「智慧金屬製造驗證場域建置」採購案,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=PP26050167&ord=2,990000,115/06/15,115/06/17,第2次,,,,,,,,
資策會,PP26050225,「115年商業服務業個人資料保護手冊設計製作」採購案,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=PP26050225&ord=2,490000,115/06/15,115/06/29,第2次,,,,,,,,
資策會,PP26060115,「Cloudflare Business Plan」採購案,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=PP26060115&ord=1,250000,115/06/15,115/06/18,第1次,,,,,,,,
資策會,PP26060117,「照顧科技類方案輔導履歷專案」採購案,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=PP26060117&ord=1,630000,115/06/15,115/06/22,第1次,,,,,,,,
資策會,PP26060118,「半導體AI賦能進階技術顧問諮詢案」採購案,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=PP26060118&ord=1,900000,115/06/15,115/06/23,第1次,,,,,,,,
資策會,PP26060126,「115年產業人工智慧應用人才需求調查」採購案,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=PP26060126&ord=1,350000,115/06/15,115/06/17,第1次,,,,,,,,
資策會,PP26060128,「無 GNSS 環境自主導航與AI多目標偵蒐模組開發」採購案,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=PP26060128&ord=1,880000,115/06/15,115/06/24,第1次,,,,,,,,
