來源,案號,標題,標題連結,預算金額,公告日,截止日,狀態,採購類型,採購方式,公佈日,投標日,開標日,查詢日期,招標狀態,更正日期
資策會,1,3,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=1,,-,-,2,,,,,,,,
資策會,123,2,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=123,,-,-,1,,,,,,,,
資策會,1234,2,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=1234,,-,-,1,,,,,,,,
資策會,12345,2,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=12345,,-,-,1,,,,,,,,
工研院,A142001218,86館中繼變電站配電變壓器汰換,https://vendor.itri.org.tw/broadBdetail2.aspx?seq=FF24229D-9448-4B00-A4B0-8679EA3D7FF2,,115/08/14,115/08/24,P,,,,,,,,
工研院,A172000312,網路交換機及Cisco Nexus 93108TC-FX3 48 埠憑證,https://vendor.itri.org.tw/broadBdetail2.aspx?seq=35BC04E3-E8E2-4053-BEDE-9AF0F084028B,,115/08/12,115/08/24,P,,,,,,,,
工研院,A272001092,非NV模擬系統開發及跨模擬器一致性驗證-以倉儲作業為例,https://vendor.itri.org.tw/broadBdetail2.aspx?seq=DC3226A7-963C-47DD-A179-3998190BE4DE,,115/08/14,115/08/31,P,,,,,,,,
工研院,A512003645,新蝕刻機二次配-製程氣體、冷卻水、排氣、真空管路系統配置,https://vendor.itri.org.tw/broadBdetail2.aspx?seq=01499A4D-6406-423C-8F5F-77141AA52CF5,,115/08/12,115/08/19,P,,,,,,,,
工研院,A552003854,中興院區62館1樓廁所男女廁所及茶水間整修案（詳採購規範書）,https://vendor.itri.org.tw/broadBdetail2.aspx?seq=72227262-91AB-4CA1-834C-FF46720DF33F,,115/08/14,115/08/18,P,,,,,,,,
工研院,A572000553,LineOA系統、遊戲化系統與AI影像辨識系統設計與建置...等,https://vendor.itri.org.tw/broadBdetail2.aspx?seq=1D5D0484-2D07-4CE8-9304-C753B1FB0999,,115/08/12,115/08/17,P,,,,,,,,
資策會,PP26020076,「智慧杆資料應用整合工作坊徵集」採購案,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=PP26020076,1300000,115/08/14,115/03/17,公告中,,,,,,,,
資策會,PP26070174,「Edge AI無人機關鍵模組資源盤點與上架規劃」採購案,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=PP26070174&ord=2,3800000,115/08/14,115/08/21,第2次,,,,,,,,
