來源,案號,標題,標題連結,預算金額,公告日,截止日,狀態,採購類型,採購方式,公佈日,投標日,開標日,查詢日期,招標狀態,更正日期
資策會,1,3,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=1,,-,-,2,,,,,,,,
資策會,123,2,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=123,,-,-,1,,,,,,,,
資策會,1234,2,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=1234,,-,-,1,,,,,,,,
資策會,12345,2,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=12345,,-,-,1,,,,,,,,
資策會,PP26020076,「智慧杆資料應用整合工作坊徵集」採購案,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=PP26020076,1300000,115/08/17,115/03/17,公告中,,,,,,,,
資策會,PP26060125,「晶片硬體描述語言資安弱點評估研究」採購案,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=PP26060125&ord=2,1000000,115/08/17,115/08/21,第2次,,,,,,,,
資策會,PP26080092,「共創實證概念驗證(POC)輔導」採購案,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=PP26080092&ord=1,1100000,115/08/17,115/08/21,第1次,,,,,,,,
資策會,PP26080098,「半導體製造執行系統(MES)工程師實務演練學程」採購案,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=PP26080098&ord=1,312000,115/08/17,115/08/21,第1次,,,,,,,,
資策會,PP26080099,「電子製造業產業揭露範例與常見痛點分析」採購案,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=PP26080099&ord=1,1470000,115/08/17,115/08/21,第1次,,,,,,,,
資策會,PP26080101,「製造業AI應用輔導推動服務-AI應用階段」採購案,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=PP26080101&ord=1,8000000,115/08/17,115/08/26,第1次,,,,,,,,
資策會,PP26080102,「製造業AI應用輔導推動服務-中北部區域」採購案,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=PP26080102&ord=1,5000000,115/08/17,115/08/26,第1次,,,,,,,,
資策會,PP26080105,「半導體IC製造製程國際工程人才主題培訓」採購案,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=PP26080105&ord=1,1152000,115/08/17,115/08/21,第1次,,,,,,,,
資策會,PP26080107,「製造業AI永續轉型暨應用導入推動資料蒐集」採購案,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=PP26080107&ord=1,3240000,115/08/17,115/08/27,第1次,,,,,,,,
