來源,案號,標題,標題連結,預算金額,公告日,截止日,狀態,採購類型,採購方式,公佈日,投標日,開標日,查詢日期,招標狀態,更正日期
資策會,1,3,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=1,,-,-,2,,,,,,,,
資策會,123,2,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=123,,-,-,1,,,,,,,,
資策會,1234,2,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=1234,,-,-,1,,,,,,,,
工研院,A522001514,NTN衛星軟體定義數據機租用案,https://vendor.itri.org.tw/broadBdetail2.aspx?seq=26883A86-8809-4749-AD3E-6997183D0677,,115/08/10,115/08/17,P,,,,,,,,
工研院,A542004967,ANIMA鞋款組裝驗證,https://vendor.itri.org.tw/broadBdetail2.aspx?seq=E69CAC54-C4B6-4257-AD67-AFE885ABB40D,,115/08/10,115/08/14,P,,,,,,,,
資策會,PP26020076,「智慧杆資料應用整合工作坊徵集」採購案,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=PP26020076,1300000,115/08/11,115/03/17,公告中,,,,,,,,
資策會,PP26070045,「電子資訊產業永續數據電子化與資訊管理分析研究」採購案,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=PP26070045&ord=2,1470000.0,115/08/10,115/08/17,第2次,,,,,,,,
資策會,PP26070214,「綠色產品資訊管理與供應鏈碳管理委託研究」採購案,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=PP26070214&ord=2,1450000,115/08/11,115/08/19,第2次,,,,,,,,
資策會,PP26080008,「5G多影像感知推論與智慧公共安全實證」採購案,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=PP26080008&ord=1,3800000,115/08/11,115/08/19,第1次,,,,,,,,
資策會,PP26080031,「臺灣無人機產業Edge AI供應鏈盤點」採購案,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=PP26080031&ord=1,1380000.0,115/08/10,115/08/17,第1次,,,,,,,,
資策會,PP26080037,「Low-Code任務編排與流程協作工具規格設計」採購案,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=PP26080037&ord=1,1150000.0,115/08/10,115/08/17,第1次,,,,,,,,
資策會,PP26080039,「電子電機產業AI 智慧助理平台-雲地混合IPC標準驗證」採購案,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=PP26080039&ord=1,880000,115/08/11,115/08/19,第1次,,,,,,,,
資策會,PP26080040,「邊緣人工智慧模組資源平台相容性測試與驗證機制建立」採購案,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=PP26080040&ord=1,1150000.0,115/08/10,115/08/17,第1次,,,,,,,,
資策會,PP26080041,「製造業AI應用輔導推動服務-數據整備與轉型基礎」採購案,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=PP26080041&ord=1,8700000.0,115/08/10,115/08/19,第1次,,,,,,,,
資策會,PP26080043,「電子資訊產業智慧能源管理與系統節能實證案」採購案,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=PP26080043&ord=1,1470000.0,115/08/10,115/08/17,第1次,,,,,,,,
資策會,PP26080047,「產業AI需求分析與輔導製造業導入AI」採購案,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=PP26080047&ord=1,500000,115/08/10,115/08/17,第1次,,,,,,,,
資策會,PP26080049,「我國通訊與次世代通訊產值調查」採購案,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=PP26080049&ord=1,780000.0,115/08/10,115/08/14,第1次,,,,,,,,
資策會,PP26080050,「車道影像處理技術服務」採購案,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=PP26080050&ord=1,1490000.0,115/08/10,115/08/14,第1次,,,,,,,,
資策會,PP26080051,「無人機關鍵模組盤點與技術推廣合作」採購案,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=PP26080051&ord=1,1400000.0,115/08/10,115/08/17,第1次,,,,,,,,
資策會,PP26080052,「塑膠射出舊機AI智慧改機服務導入場域試驗」採購案,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=PP26080052&ord=1,1450000,115/08/11,115/08/17,第1次,,,,,,,,
資策會,PP26080055,「鏈結國際雲端策略夥伴與網路應用推廣辦理成果影片製作」採購案,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=PP26080055&ord=1,330000,115/08/11,115/08/14,第1次,,,,,,,,
資策會,PP26080057,「2026製造業AI調查」採購案,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=PP26080057&ord=1,880000,115/08/11,115/08/19,第1次,,,,,,,,
資策會,PP26080059,「半導體供應鏈轉型趨勢之技術研討」採購案,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=PP26080059&ord=1,480000,115/08/11,115/08/14,第1次,,,,,,,,
資策會,PP26080060,「半導體晶片技術研討」採購案,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=PP26080060&ord=1,1350000,115/08/11,115/08/19,第1次,,,,,,,,
資策會,PP26080062,「生成式AI模型法律推廣教材設計服務」採購案,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=PP26080062&ord=1,340000,115/08/11,115/08/18,第1次,,,,,,,,
