來源,案號,標題,標題連結,預算金額,公告日,截止日,狀態,採購類型,採購方式,公佈日,投標日,開標日,查詢日期,招標狀態,更正日期
資策會,1,3,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=1,,-,-,2,,,,,,,,
資策會,123,2,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=123,,-,-,1,,,,,,,,
資策會,1234,2,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=1234,,-,-,1,,,,,,,,
工研院,A072000834,科氏力流量計一批,https://vendor.itri.org.tw/broadBdetail2.aspx?seq=3E3892DE-0274-4DAE-9551-022BB38965CB,,115/07/08,115/07/22,P,,,,,,,,
工研院,A512002980,12吋濕式旋轉化學蝕刻清洗系統,https://vendor.itri.org.tw/broadBdetail2.aspx?seq=E3883185-10D1-4F58-9B7F-490E77F3D431,,115/07/09,115/07/29,P,,,,,,,,
工研院,A522001308,TSMC 65奈米CMOS晶片(UR1074A),https://vendor.itri.org.tw/broadBdetail2.aspx?seq=7C469FAB-E415-4780-BC65-D57E03332C1D,,115/07/08,115/08/06,P,,,,,,,,
工研院,A552002994,等離子薄膜沉積裝置,https://vendor.itri.org.tw/broadBdetail2.aspx?seq=64CFB9F3-98F6-456C-9BAE-849428A2CEC1,,115/07/09,115/07/15,P,,,,,,,,
資策會,PP26020076,「智慧杆資料應用整合工作坊徵集」採購案,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=PP26020076,1300000,115/07/09,115/03/17,公告中,,,,,,,,
資策會,PP26060078,「MIC中文官方網站設計改版」採購案,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=PP26060078&ord=2,800000,115/07/09,115/07/14,第2次,,,,,,,,
資策會,PP26060128,「無 GNSS 環境自主導航與AI多目標偵蒐模組開發」採購案,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=PP26060128&ord=2,880000.0,115/07/07,115/07/20,第2次,,,,,,,,
資策會,PP26060226,「新創嚴選新創方案試用推廣_食品製造業管理」採購案,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=PP26060226&ord=2,450000.0,115/07/07,115/07/09,第2次,,,,,,,,
資策會,PP26070028,「2026國際創新創業訓練營(G Camp)暨臺灣新創日本參展暨商務鏈結行程之影像記錄與影片製作」採購案,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=PP26070028&ord=1,320000.0,115/07/07,115/07/13,第1次,,,,,,,,
