來源,案號,標題,標題連結,預算金額,公告日,截止日,狀態,採購類型,採購方式,公佈日,投標日,開標日,查詢日期,招標狀態,更正日期
資策會,1,3,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=1,,-,-,2,,,,,,,,
資策會,123,2,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=123,,-,-,1,,,,,,,,
資策會,1234,2,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=1234,,-,-,1,,,,,,,,
資策會,12345,2,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=12345,,-,-,1,,,,,,,,
工研院,A142001211,52館迴廊及露臺防水工程、52及53館平台地坪防水工程,https://vendor.itri.org.tw/broadBdetail2.aspx?seq=8E7FF1A4-72D1-4EB6-A382-02FFC87F3034,,115/08/14,115/08/25,P,,,,,,,,
工研院,A142001218,86館中繼變電站配電變壓器汰換,https://vendor.itri.org.tw/broadBdetail2.aspx?seq=FF24229D-9448-4B00-A4B0-8679EA3D7FF2,,115/08/14,115/08/24,P,,,,,,,,
工研院,A272001092,非NV模擬系統開發及跨模擬器一致性驗證-以倉儲作業為例,https://vendor.itri.org.tw/broadBdetail2.aspx?seq=DC3226A7-963C-47DD-A179-3998190BE4DE,,115/08/14,115/08/31,P,,,,,,,,
工研院,A552003854,中興院區62館1樓廁所男女廁所及茶水間整修案（詳採購規範書）,https://vendor.itri.org.tw/broadBdetail2.aspx?seq=72227262-91AB-4CA1-834C-FF46720DF33F,,115/08/14,115/08/18,P,,,,,,,,
資策會,PP26020076,「智慧杆資料應用整合工作坊徵集」採購案,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=PP26020076,1300000,115/08/16,115/03/17,公告中,,,,,,,,
資策會,PP26070174,「Edge AI無人機關鍵模組資源盤點與上架規劃」採購案,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=PP26070174&ord=2,3800000,115/08/14,115/08/21,第2次,,,,,,,,
資策會,PP26080080,「電子資訊產業能耗監測與AI應用實證研究」採購案,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=PP26080080&ord=1,1490000,115/08/14,115/08/21,第1次,,,,,,,,
資策會,PP26080082,「語言模型於多晶片平台之指令轉換與模型操作驗證」採購案,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=PP26080082&ord=1,2800000,115/08/14,115/08/21,第1次,,,,,,,,
資策會,PP26080085,「AI Container架構、國產晶片平台適配與叢集管理介接研究與驗證」採購案,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=PP26080085&ord=1,4980000,115/08/14,115/08/25,第1次,,,,,,,,
資策會,PP26080087,「異質加速叢集之LLM服務品質監控與場域驗證」採購案,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=PP26080087&ord=1,2800000,115/08/14,115/08/25,第1次,,,,,,,,
資策會,PP26080089,「產業AI需求鏈結與實務推動研究」採購案,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=PP26080089&ord=1,1400000,115/08/14,115/08/19,第1次,,,,,,,,
資策會,PP26080094,「製造業AI智慧數據應用推動與需求研究」採購案,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=PP26080094&ord=1,790000,115/08/14,115/08/21,第1次,,,,,,,,
